"secuencial";"secCanton";"codigo";"nombre";"estaActivo"
5891;87;"50";"PEDRO CARBO";1
5892;87;"51";"VALLE DE LA VIRGEN ";1
5893;87;"52";"SABANILLA";1
5894;88;"50";"SAMBORONDON";1
5895;88;"51";"TARIFA";1
5896;89;"50";"SANTA LUCIA";1
5897;90;"50";"EL SALITRE (LAS RAMAS)";1
5898;90;"51";"GRAL. VERNAZA (DOS ESTEROS) ";1
5899;90;"52";"LA VICTORIA (ÑAUZA)";1
5900;90;"53";"JUNQUILLAL";1
5901;91;"50";"SAN JACINTO DE YAGUACHI";1
5902;91;"53";"GRAL. PEDRO J. MONTERO (BOLICHE) ";1
5903;91;"55";"YAGUACHI VIEJO (CONE)";1
5904;91;"56";"VIRGEN DE FATIMA";1
5905;92;"50";"GENERAL VILLAMIL (PLAYAS)";1
5906;93;"50";"SIMON BOLIVAR";1
5907;93;"51";"CRNEL.LORENZO DE GARAICOA (PEDREGAL)";1
5908;94;"50";"CORONEL MARCELINO MARIDUEÑA (SAN CARLOS)";1
5909;95;"50";"LOMAS DE SARGENTILLO";1
5910;96;"50";"NARCISA DE JESUS";1
5911;97;"50";"GENERAL ANTONIO ELIZALDE (BUCAY)";1
5912;98;"50";"ISIDRO AYORA";1
5913;99;"50";"SAN MIGUEL DE IBARRA";1
5914;99;"51";"AMBUQUI";1
5915;99;"52";"ANGOCHAGUA";1
5916;99;"53";"CAROLINA";1
5917;99;"54";"LA ESPERANZA";1
5918;99;"55";"LITA";1
5919;99;"56";"SALINAS";1
5920;99;"57";"SAN ANTONIO";1
5921;100;"50";"ATUNTAQUI";1
5922;100;"51";"IMBAYA (SAN LUIS DE COBUENDO) ";1
5923;100;"52";"SAN FRANCISCO DE NATABUELA";1
5924;100;"53";"SAN JOSE DE CHALTURA";1
5925;100;"54";"SAN ROQUE";1
5926;101;"50";"COTACACHI";1
5927;101;"51";"APUELA";1
5928;101;"52";"GARCIA MORENO  (LLURIMAGUA) ";1
5929;101;"53";"IMANTAG";1
5930;101;"54";"PEÑAHERRERA";1
5931;101;"55";"PLAZA GUTIERREZ";1
5932;101;"56";"QUIROGA";1
5933;101;"57";"6 DE JULIO DE CUELLAJE (CAB. EN CUELLAJE)";1
5934;101;"58";"VACAS GALINDO (EL CHURO) (CAB.EN SAN MIGUEL ALTO)";1
5935;102;"50";"OTAVALO";1
5936;102;"51";"DR. MIGUEL EGAS CABEZAS (PEGUCHE) ";1
5937;102;"52";"EUGENIO ESPEJO (CALPAQUI) ";1
5938;102;"53";"GONZALEZ SUAREZ";1
5939;102;"54";"PATAQUI";1
5940;102;"55";"SAN JOSE DE QUICHINCHE ";1
5941;102;"56";"SAN JUAN DE ILUMAN";1
5942;102;"57";"SAN PABLO";1
5943;102;"58";"SAN RAFAEL";1
5944;102;"59";"SELVA ALEGRE (CAB.EN SAN MIGUEL DE PAMPLONA)";1
5945;103;"50";"PIMAMPIRO";1
5946;103;"51";"CHUGA";1
5947;103;"52";"MARIANO ACOSTA";1
5948;103;"53";"SAN FRANCISCO DE SIGSIPAMBA";1
5949;104;"50";"URCUQUI";1
5950;104;"51";"CAHUASQUI";1
5951;104;"52";"LA MERCED DE BUENOS AIRES";1
5952;104;"53";"PABLO ARENAS";1
5953;104;"54";"SAN BLAS";1
5954;104;"55";"TUMBABIRO";1
5955;105;"50";"LOJA";1
5956;105;"51";"CHANTACO";1
5957;105;"52";"CHUQUIRIBAMBA";1
5958;105;"53";"EL CISNE";1
5959;105;"54";"GUALEL";1
5960;105;"55";"JIMBILLA";1
5961;105;"56";"MALACATOS (VALLADOLID) ";1
5962;105;"57";"SAN LUCAS";1
5963;105;"58";"SAN PEDRO DE VILCABAMBA";1
5964;105;"59";"SANTIAGO";1
5965;105;"60";"TAQUIL (MIGUEL RIOFRIO)";1
5966;105;"61";"VILCABAMBA  (VICTORIA)";1
5967;105;"62";"YANGANA (ARSENIO CASTILLO)";1
5968;105;"63";"QUINARA";1
5969;106;"50";"CARIAMANGA";1
5970;106;"51";"COLAISACA";1
5971;106;"52";"EL LUCERO";1
5972;106;"53";"UTUANA";1
5973;106;"54";"SANGUILLIN";1
5974;107;"50";"CATAMAYO (LA TOMA)";1
5975;107;"51";"EL TAMBO";1
5976;107;"52";"GUAYQUICHUMA";1
5977;107;"53";"SAN PEDRO DE LA BENDITA";1
5978;107;"54";"ZAMBI";1
5979;108;"50";"CELICA";1
5980;108;"51";"CRUZPAMBA (CAB. EN CARLOS BUSTAMANTE)";1
5981;108;"55";"POZUL (SAN JUAN DE POZUL)";1
5982;108;"56";"SABANILLA";1
5983;108;"57";"TNTE. MAXIMILIANO RODRIGUEZ LOAIZA ";1
5984;109;"50";"CHAGUARPAMBA";1
5985;109;"51";"BUENAVISTA";1
5986;109;"52";"EL ROSARIO";1
5987;109;"53";"SANTA RUFINA";1
5988;109;"54";"AMARILLOS";1
5989;110;"50";"AMALUZA";1
5990;110;"51";"BELLAVISTA";1
5991;110;"52";"JIMBURA";1
5992;110;"53";"SANTA TERESITA";1
5993;110;"54";"27 DE ABRIL (CAB. EN LA NARANJA) ";1
5994;110;"55";"EL INGENIO";1
5995;110;"56";"EL AIRO";1
5996;111;"50";"GONZANAMA";1
5997;111;"51";"CHANGAIMINA (LA LIBERTAD) ";1
5998;111;"53";"NAMBACOLA";1
5999;111;"54";"PURUNUMA (EGUIGUREN) ";1
6000;111;"56";"SACAPALCA";1
6001;112;"50";"MACARA";1
6002;112;"51";"LARAMA";1
6003;112;"52";"LA VICTORIA";1
6004;112;"53";"SABIANGO (LA CAPILLA)";1
6005;113;"50";"CATACOCHA";1
6006;113;"51";"CANGONAMA";1
6007;113;"52";"GUACHANAMA";1
6008;113;"54";"LAURO GUERRERO";1
6009;113;"56";"ORIANGA";1
6010;113;"57";"SAN ANTONIO";1
6011;113;"58";"CASANGA";1
6012;113;"59";"YAMANA";1
6013;114;"50";"ALAMOR";1
6014;114;"51";"CIANO";1
6015;114;"52";"EL ARENAL";1
6016;114;"53";"EL LIMO (MARIANA DE JESUS)";1
6017;114;"54";"MERCADILLO";1
6018;114;"55";"VICENTINO";1
6019;115;"50";"SARAGURO";1
6020;115;"51";"EL PARAISO DE CELEN";1
6021;115;"52";"EL TABLON  ";1
6022;115;"53";"LLUZHAPA";1
6023;115;"54";"MANU";1
6024;115;"55";"SAN ANTONIO DE QUMBE (CUMBE)";1
6025;115;"56";"SAN PABLO DE TENTA";1
6026;115;"57";"SAN SEBASTIAN DE YULUC";1
6027;115;"58";"SELVA ALEGRE";1
6028;115;"59";"URDANETA (PAQUISHAPA)";1
6029;115;"60";"SUMAYPAMBA";1
6030;116;"50";"SOZORANGA";1
6031;116;"51";"NUEVA FATIMA";1
6032;116;"52";"TACAMOROS";1
6033;117;"50";"ZAPOTILLO";1
6034;117;"51";"CAZADEROS (CAB.EN MANGAURCO) ";1
6035;117;"52";"GARZAREAL";1
6036;117;"53";"LIMONES";1
6037;117;"54";"PALETILLAS";1
6038;117;"55";"BOLASPAMBA";1
6039;118;"50";"PINDAL";1
6040;118;"51";"CHAQUINAL";1
6041;118;"52";"12 DE DICIEMBRE (CAB.EN ACHIOTES)";1
6042;119;"50";"QUILANGA";1
6043;119;"51";"FUNDOCHAMBA";1
6044;119;"52";"SAN ANTONIO DE LAS ARADAS (CAB. EN LAS ARADAS)";1
6045;120;"50";"OLMEDO";1
6046;120;"51";"LA TINGUE";1
6047;121;"50";"BABAHOYO";1
6048;121;"52";"CARACOL";1
6049;121;"53";"FEBRES CORDERO (LAS JUNTAS) (CAB. EN MATA DE CACAO)";1
6050;121;"54";"PIMOCHA";1
6051;121;"55";"LA UNION";1
6052;122;"50";"BABA";1
6053;122;"51";"GUARE";1
6054;122;"52";"ISLA DE BEJUCAL";1
6055;123;"50";"MONTALVO";1
6056;124;"50";"PUEBLOVIEJO";1
6057;124;"51";"PUERTO PECHICHE";1
6058;124;"52";"SAN JUAN";1
6059;125;"50";"QUEVEDO";1
6060;125;"53";"SAN CARLOS";1
6061;125;"55";"LA ESPERANZA";1
6062;126;"50";"CATARAMA";1
6063;126;"51";"RICAURTE";1
6064;127;"50";"VENTANAS";1
6065;127;"52";"ZAPOTAL";1
6066;128;"50";"VINCES";1
6067;128;"51";"ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES) ";1
6068;129;"50";"PALENQUE";1
6069;130;"50";"SAN JACINTO DE BUENA FE";1
6070;130;"51";"PATRICIA PILAR";1
6071;131;"50";"VALENCIA";1
6072;132;"50";"MOCACHE";1
6073;133;"50";"QUINSALOMA";1
6074;134;"50";"PORTOVIEJO";1
6075;134;"51";"ABDON CALDERON (SAN FRANCISCO)";1
6076;134;"52";"ALHAJUELA (BAJO GRANDE) ";1
6077;134;"53";"CRUCITA";1
6078;134;"54";"PUEBLO NUEVO";1
6079;134;"55";"RIOCHICO (RIO CHICO)";1
6080;134;"56";"SAN PLACIDO";1
6081;134;"57";"CHIRIJOS";1
6082;135;"50";"CALCETA";1
6083;135;"51";"MEMBRILLO";1
6084;135;"52";"QUIROGA";1
6085;136;"50";"CHONE";1
6086;136;"51";"BOYACA";1
6087;136;"52";"CANUTO";1
6088;136;"53";"CONVENTO";1
6089;136;"54";"CHIBUNGA";1
6090;136;"55";"ELOY ALFARO";1
6091;136;"56";"RICAURTE";1
6092;136;"57";"SAN ANTONIO";1
6093;137;"50";"EL CARMEN";1
6094;137;"51";"WILFRIDO LOOR MOREIRA (MAICITO)";1
6095;137;"52";"SAN PEDRO DE SUMA";1
6096;138;"50";"FLAVIO ALFARO";1
6097;138;"51";"SAN FRANCISCO DE NOVILLO (CAB. EN  NOVILLO)";1
6098;138;"52";"ZAPALLO";1
6099;139;"50";"JIPIJAPA";1
6100;139;"51";"AMERICA";1
6101;139;"52";"EL ANEGADO (CAB. EN ELOY ALFARO)";1
6102;139;"53";"JULCUY";1
6103;139;"54";"LA UNION";1
6104;139;"56";"MEMBRILLAL";1
6105;139;"57";"PEDRO PABLO GOMEZ";1
6106;139;"58";"PUERTO DE CAYO";1
6107;140;"50";"JUNIN";1
6108;141;"50";"MANTA";1
6109;141;"51";"SAN LORENZO";1
6110;141;"52";"SANTA MARIANITA (BOCA DE PACOCHE)";1
6111;142;"50";"MONTECRISTI";1
6112;142;"52";"LA PILA";1
6113;143;"50";"PAJAN";1
6114;143;"51";"CAMPOZANO (LA PALMA DE PAJAN)";1
6115;143;"52";"CASCOL";1
6116;143;"53";"GUALE";1
6117;143;"54";"LASCANO";1
6118;144;"50";"PICHINCHA";1
6119;144;"51";"BARRAGANETE ";1
6120;144;"52";"SAN SEBASTIAN";1
6121;145;"50";"ROCAFUERTE";1
6122;146;"50";"SANTA ANA DE VUELTA LARGA";1
6123;146;"51";"AYACUCHO";1
6124;146;"52";"HONORATO VASQUEZ (CAB. EN VASQUEZ)";1
6125;146;"53";"LA UNION";1
6126;146;"55";"SAN PABLO (CAB. EN PUEBLO NUEVO)";1
6127;147;"50";"BAHIA DE CARAQUEZ";1
6128;147;"53";"CHARAPOTO";1
6129;147;"57";"SAN ISIDRO";1
6130;148;"50";"TOSAGUA";1
6131;148;"51";"BACHILLERO";1
6132;148;"52";"ANGEL PEDRO GILER (LA ESTANCILLA)";1
6133;149;"50";"SUCRE";1
6134;149;"51";"BELLAVISTA";1
6135;149;"52";"NOBOA";1
6136;149;"53";"ARQ. SIXTO DURAN BALLEN";1
6137;150;"50";"PEDERNALES";1
6138;150;"51";"COJIMIES";1
6139;150;"52";"10 DE AGOSTO";1
6140;150;"53";"ATAHUALPA";1
6141;151;"50";"OLMEDO";1
6142;152;"50";"PUERTO LOPEZ";1
6143;152;"51";"MACHALILLA";1
6144;152;"52";"SALANGO";1
6145;153;"50";"JAMA";1
6146;154;"50";"JARAMIJO";1
6147;155;"50";"SAN VICENTE";1
6148;155;"51";"CANOA";1
6149;156;"50";"MACAS";1
6150;156;"51";"ALSHI (CAB. EN 9 DE OCTUBRE) ";1
6151;156;"53";"GENERAL PROAÑO";1
6152;156;"56";"SAN ISIDRO";1
6153;156;"57";"SEVILLA DON BOSCO";1
6154;156;"58";"SINAI";1
6155;156;"60";"ZUÑA (ZUÑAC)";1
6156;156;"62";"CUCHAENTZA";1
6157;156;"64";"RIO BLANCO";1
6158;157;"50";"GUALAQUIZA";1
6159;157;"51";"AMAZONAS (ROSARIO DE CUYES) ";1
6160;157;"52";"BERMEJOS";1
6161;157;"53";"BOMBOIZA";1
6162;157;"54";"CHIGÜINDA";1
6163;157;"55";"EL ROSARIO";1
6164;157;"56";"NUEVA TARQUI";1
6165;157;"57";"SAN MIGUEL DE CUYES";1
6166;157;"58";"EL IDEAL";1
6167;158;"50";"GENERAL LEONIDAS PLAZA GUTIERREZ (LIMON)";1
6168;158;"51";"INDANZA";1
6169;158;"53";"SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO";1
6170;158;"56";"SAN MIGUEL DE CONCHAY";1
6171;158;"57";"SANTA SUSANA DE CHIVIAZA (CAB. EN CHIVIAZA)";1
6172;158;"58";"YUNGANZA (CAB. EN EL ROSARIO)";1
6173;159;"50";"PALORA (METZERA)";1
6174;159;"51";"ARAPICOS";1
6175;159;"52";"CUMANDA (CAB. EN COLONIA AGRICOLA SEVILLA DEL ORO)";1
6176;159;"54";"SANGAY (CAB. EN NAYAMANACA)";1
6177;159;"55";"16 DE AGOSTO";1
6178;160;"50";"SANTIAGO DE MENDEZ";1
6179;160;"51";"COPAL";1
6180;160;"52";"CHUPIANZA";1
6181;160;"53";"PATUCA";1
6182;160;"54";"SAN LUIS DE EL ACHO (CAB. EN EL ACHO) ";1
6183;160;"56";"TAYUZA";1
6184;160;"57";"SAN FRANCISCO DE CHINIMBIMI";1
6185;161;"50";"SUCUA";1
6186;161;"51";"ASUNCION";1
6187;161;"52";"HUAMBI";1
6188;161;"55";"SANTA MARIANITA DE JESUS";1
6189;162;"50";"HUAMBOYA";1
6190;162;"51";"CHIGUAZA";1
6191;163;"50";"SAN JUAN BOSCO";1
6192;163;"51";"PAN DE AZUCAR";1
6193;163;"52";"SAN CARLOS DE LIMON  ";1
6194;163;"53";"SAN JACINTO DE WAKAMBEIS ";1
6195;163;"54";"SANTIAGO DE PANANZA";1
6196;164;"50";"TAISHA";1
6197;164;"51";"HUASAGA (CAB. EN WAMPUIK) ";1
6198;164;"52";"MACUMA  ";1
6199;164;"53";"TUUTINENTZA ";1
6200;164;"54";"PUMPUENTSA";1
6201;165;"50";"LOGROÑO";1
6202;165;"51";"YAUPI";1
6203;165;"52";"SHIMPIS";1
6204;166;"50";"PABLO SEXTO";1
6205;167;"50";"SANTIAGO";1
6206;167;"51";"SAN JOSE DE MORONA";1
6207;168;"50";"TENA";1
6208;168;"51";"AHUANO";1
6209;168;"53";"CHONTAPUNTA";1
6210;168;"54";"PANO";1
6211;168;"55";"PUERTO MISAHUALLI";1
6212;168;"56";"PUERTO NAPO";1
6213;168;"57";"TALAG";1
6214;169;"50";"ARCHIDONA";1
6215;169;"52";"COTUNDO";1
6216;169;"54";"SAN PABLO DE USHPAYACU";1
6217;170;"50";"EL CHACO";1
6218;170;"51";"GONZALO DIAZ DE PINEDA (EL BOMBON) ";1
6219;170;"52";"LINARES";1
6220;170;"53";"OYACACHI";1
6221;170;"54";"SANTA ROSA";1
6222;170;"55";"SARDINAS";1
6223;171;"50";"BAEZA";1
6224;171;"51";"COSANGA";1
6225;171;"52";"CUYUJA";1
6226;171;"53";"PAPALLACTA";1
6227;171;"54";"SAN FRANCISCO DE BORJA (VIRGILIO DAVILA)";1
6228;171;"56";"SUMACO";1
6229;172;"50";"CARLOS JULIO AROSEMENA TOLA";1
6230;173;"50";"PUYO";1
6231;173;"52";"CANELOS";1
6232;173;"54";"DIEZ  DE AGOSTO";1
6233;173;"55";"FATIMA";1
6234;173;"56";"MONTALVO (ANDOAS) ";1
6235;173;"57";"POMONA";1
6236;173;"58";"RIO CORRIENTES ";1
6237;173;"59";"RIO TIGRE";1
6238;173;"61";"SARAYACU";1
6239;173;"62";"SIMON BOLIVAR  (CAB. EN MUSHULLACTA)";1
6240;173;"63";"TARQUI";1
6241;173;"64";"TENIENTE HUGO ORTIZ";1
6242;173;"65";"VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA)";1
6243;173;"66";"EL TRIUNFO";1
6244;174;"50";"MERA";1
6245;174;"51";"MADRE TIERRA";1
6246;174;"52";"SHELL";1
6247;175;"50";"SANTA CLARA";1
6248;175;"51";"SAN JOSE";1
6249;176;"50";"ARAJUNO";1
6250;176;"51";"CURARAY";1
6251;177;"50";"QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL PROVINCIAL Y DE LA REPUBLICA DEL ECUADOR";1
6252;177;"51";"ALANGASI";1
6253;177;"52";"AMAGUAÑA";1
6254;177;"53";"ATAHUALPA (HABASPAMBA) ";1
6255;177;"54";"CALACALI";1
6256;177;"55";"CALDERON (CARAPUNGO) ";1
6257;177;"56";"CONOCOTO";1
6258;177;"57";"CUMBAYA";1
6259;177;"58";"CHAVEZPAMBA";1
6260;177;"59";"CHECA (CHILPA) ";1
6261;177;"60";"EL QUINCHE";1
6262;177;"61";"GUALEA";1
6263;177;"62";"GUANGOPOLO";1
6264;177;"63";"GUAYLLABAMBA";1
6265;177;"64";"LA MERCED";1
6266;177;"65";"LLANO CHICO";1
6267;177;"66";"LLOA";1
6268;177;"68";"NANEGAL";1
6269;177;"69";"NANEGALITO";1
6270;177;"70";"NAYON";1
6271;177;"71";"NONO";1
6272;177;"72";"PACTO";1
6273;177;"74";"PERUCHO";1
6274;177;"75";"PIFO";1
6275;177;"76";"PINTAG";1
6276;177;"77";"POMASQUI";1
6277;177;"78";"PUELLARO";1
6278;177;"79";"PUEMBO";1
6279;177;"80";"SAN ANTONIO";1
6280;177;"81";"SAN JOSE DE MINAS";1
6281;177;"83";"TABABELA";1
6282;177;"84";"TUMBACO";1
6283;177;"85";"YARUQUI";1
6284;177;"86";"ZAMBIZA";1
6285;178;"50";"CAYAMBE";1
6286;178;"51";"ASCAZUBI";1
6287;178;"52";"CANGAHUA ";1
6288;178;"53";"OLMEDO (PESILLO)";1
6289;178;"54";"OTON";1
6290;178;"55";"SANTA ROSA DE CUZUBAMBA";1
6291;179;"50";"MACHACHI";1
6292;179;"51";"ALOAG";1
6293;179;"52";"ALOASI";1
6294;179;"53";"CUTUGLAHUA";1
6295;179;"54";"EL CHAUPI";1
6296;179;"55";"MANUEL CORNEJO ASTORGA (TANDAPI)";1
6297;179;"56";"TAMBILLO";1
6298;179;"57";"UYUMBICHO";1
6299;180;"50";"TABACUNDO";1
6300;180;"51";"LA ESPERANZA";1
6301;180;"52";"MALCHINGUI";1
6302;180;"53";"TOCACHI";1
6303;180;"54";"TUPIGACHI";1
6304;181;"50";"SANGOLQUI";1
6305;181;"51";"COTOGCHOA";1
6306;181;"52";"RUMIPAMBA";1
6307;182;"50";"SAN MIGUEL DE LOS BANCOS ";1
6308;182;"51";"MINDO";1
6309;183;"50";"PEDRO VICENTE MALDONADO";1
6310;184;"50";"PUERTO QUITO";1
6311;185;"50";"AMBATO";1
6312;185;"51";"AMBATILLO";1
6313;185;"52";"ATAHUALPA (CHISALATA) ";1
6314;185;"53";"AUGUSTO N. MARTINEZ (MUNDUGLEO)";1
6315;185;"54";"CONSTANTINO FERNANDEZ (CAB. EN CULLITAHUA)";1
6316;185;"55";"HUACHI GRANDE";1
6317;185;"56";"IZAMBA";1
6318;185;"57";"JUAN BENIGNO VELA";1
6319;185;"58";"MONTALVO";1
6320;185;"59";"PASA";1
6321;185;"60";"PICAIGUA";1
6322;185;"61";"PILAGÜIN (PILAHÜIN)";1
6323;185;"62";"QUISAPINCHA (QUIZAPINCHA)";1
6324;185;"63";"SAN BARTOLOME DE PINLLOG";1
6325;185;"64";"SAN FERNANDO (PASA SAN FERNANDO)";1
6326;185;"65";"SANTA ROSA";1
6327;185;"66";"TOTORAS";1
6328;185;"67";"CUNCHIBAMBA";1
6329;185;"68";"UNAMUNCHO";1
6330;186;"50";"BAÑOS DE AGUA SANTA";1
6331;186;"51";"LLIGUA";1
6332;186;"52";"RIO NEGRO";1
6333;186;"53";"RIO VERDE";1
6334;186;"54";"ULBA";1
6335;187;"50";"CEVALLOS";1
6336;188;"50";"MOCHA";1
6337;188;"51";"PINGUILI";1
6338;189;"50";"PATATE";1
6339;189;"51";"EL TRIUNFO";1
6340;189;"52";"LOS ANDES (CAB. EN POATUG) ";1
6341;189;"53";"SUCRE (CAB. EN SUCRE-PATATE URCU)";1
6342;190;"50";"QUERO";1
6343;190;"51";"RUMIPAMBA";1
6344;190;"52";"YANAYACU - MOCHAPATA (CAB. EN YANAYACU) ";1
6345;191;"50";"PELILEO";1
6346;191;"51";"BENITEZ (PACHANLICA) ";1
6347;191;"52";"BOLIVAR";1
6348;191;"53";"COTALO";1
6349;191;"54";"CHIQUICHA (CAB. EN CHIQUICHA GRANDE)";1
6350;191;"55";"EL ROSARIO (RUMICHACA)";1
6351;191;"56";"GARCIA MORENO (CHUMAQUI)";1
6352;191;"57";"GUAMBALO (HUAMBALO)";1
6353;191;"58";"SALASACA";1
6354;192;"50";"PILLARO";1
6355;192;"51";"BAQUERIZO MORENO";1
6356;192;"52";"EMILIO MARIA TERAN (RUMIPAMBA)";1
6357;192;"53";"MARCOS ESPINEL (CHACATA) ";1
6358;192;"54";"PRESIDENTE URBINA (CHAGRAPAMBA -PATZUCUL)";1
6359;192;"55";"SAN ANDRES";1
6360;192;"56";"SAN JOSE DE POALO";1
6361;192;"57";"SAN MIGUELITO";1
6362;193;"50";"TISALEO";1
6363;193;"51";"QUINCHICOTO";1
6364;194;"50";"ZAMORA";1
6365;194;"51";"CUMBARATZA";1
6366;194;"52";"GUADALUPE";1
6367;194;"53";"IMBANA (LA VICTORIA DE IMBANA)";1
6368;194;"55";"SABANILLA";1
6369;194;"56";"TIMBARA";1
6370;194;"58";"SAN CARLOS DE LAS MINAS";1
6371;195;"50";"ZUMBA";1
6372;195;"51";"CHITO";1
6373;195;"52";"EL CHORRO";1
6374;195;"54";"LA CHONTA";1
6375;195;"56";"PUCAPAMBA";1
6376;195;"59";"SAN ANDRES";1
6377;196;"50";"GUAYZIMI";1
6378;196;"51";"ZURMI";1
6379;196;"52";"NUEVO PARAISO";1
6380;197;"50";"28 DE MAYO (SAN JOSE DE YACUAMBI)";1
6381;197;"51";"LA PAZ";1
6382;197;"52";"TUTUPALI";1
6383;198;"50";"YANTZAZA (YANZATZA)";1
6384;198;"51";"CHICAÑA";1
6385;198;"53";"LOS ENCUENTROS";1
6386;199;"50";"EL PANGUI";1
6387;199;"51";"EL GUISME ";1
6388;199;"52";"PACHICUTZA";1
6389;199;"53";"TUNDAYME";1
6390;200;"50";"ZUMBI";1
6391;201;"50";"PALANDA";1
6392;201;"51";"EL PORVENIR DEL CARMEN";1
6393;201;"52";"SAN FRANCISCO DEL VERGEL";1
6394;201;"53";"VALLADOLID";1
6395;201;"54";"LA CANELA";1
6396;202;"50";"PAQUISHA";1
6397;202;"51";"BELLAVISTA";1
6398;202;"52";"NUEVO QUITO";1
6399;203;"50";"PUERTO BAQUERIZO MORENO";1
6400;203;"51";"EL PROGRESO";1
6401;203;"52";"ISLA SANTA MARIA (FLOREANA) (CAB. EN  PTO. VELASCO IBARRA)";1
6402;204;"50";"PUERTO VILLAMIL";1
6403;204;"51";"TOMAS DE BERLANGA (SANTO TOMAS)";1
6404;205;"50";"PUERTO AYORA";1
6405;205;"51";"BELLAVISTA";1
6406;205;"52";"SANTA ROSA (INCLUYE LA ISLA BALTRA)";1
6407;206;"50";"NUEVA LOJA";1
6408;206;"52";"DURENO";1
6409;206;"53";"GENERAL FARFAN";1
6410;206;"55";"EL ENO";1
6411;206;"56";"PACAYACU";1
6412;206;"57";"JAMBELI";1
6413;206;"58";"SANTA CECILIA";1
6414;207;"50";"LUMBAQUI";1
6415;207;"51";"EL REVENTADOR   ";1
6416;207;"52";"GONZALO PIZARRO ";1
6417;207;"54";"PUERTO LIBRE";1
6418;208;"50";"PUERTO EL CARMEN DEL PUTUMAYO";1
6419;208;"51";"PALMA ROJA";1
6420;208;"52";"PUERTO BOLIVAR (PUERTO MONTUFAR)";1
6421;208;"53";"PUERTO RODRIGUEZ";1
6422;208;"54";"SANTA ELENA";1
6423;209;"50";"SHUSHUFINDI";1
6424;209;"51";"LIMONCOCHA";1
6425;209;"52";"PAÑACOCHA";1
6426;209;"53";"SAN ROQUE (CAB. EN SAN VICENTE)";1
6427;209;"54";"SAN PEDRO DE LOS COFANES";1
6428;209;"55";"SIETE DE JULIO";1
6429;210;"50";"LA BONITA";1
6430;210;"51";"EL PLAYON DE SAN FRANCISCO";1
6431;210;"52";"LA SOFIA";1
6432;210;"53";"ROSA FLORIDA";1
6433;210;"54";"SANTA BARBARA";1
6434;211;"50";"EL DORADO DE CASCALES";1
6435;211;"51";"SANTA ROSA DE SUCUMBIOS";1
6436;211;"52";"SEVILLA";1
6437;212;"50";"TARAPOA ";1
6438;212;"51";"CUYABENO";1
6439;212;"52";"AGUAS NEGRAS";1
6440;213;"50";"PUERTO FRANCISCO DE ORELLANA (EL COCA)";1
6441;213;"51";"DAYUMA";1
6442;213;"52";"TARACOA (CAB. EN NUEVA ESPERANZA: YUCA)";1
6443;213;"53";"ALEJANDRO LABAKA";1
6444;213;"54";"EL DORADO";1
6445;213;"55";"EL EDEN";1
6446;213;"56";"GARCIA MORENO";1
6447;213;"57";"INES ARANGO (CAB. EN WESTERN)";1
6448;213;"58";"LA BELLEZA";1
6449;213;"59";"NUEVO PARAISO (CAB. EN UNIÓN CHIMBORAZO)";1
6450;213;"60";"SAN JOSE DE GUAYUSA";1
6451;213;"61";"SAN LUIS DE ARMENIA";1
6452;214;"50";"NUEVO ROCAFUERTE";1
6453;214;"51";"CAPITAN AUGUSTO RIVADENEYRA";1
6454;214;"52";"CONONACO";1
6455;214;"53";"SANTA MARIA DE HUIRIRIMA";1
6456;214;"54";"TIPUTINI";1
6457;214;"55";"YASUNI";1
6458;215;"50";"LA JOYA DE LOS SACHAS";1
6459;215;"51";"ENOKANQUI ";1
6460;215;"52";"POMPEYA";1
6461;215;"53";"SAN CARLOS";1
6462;215;"54";"SAN SEBASTIAN DEL COCA";1
6463;215;"55";"LAGO SAN PEDRO";1
6464;215;"56";"RUMIPAMBA";1
6465;215;"57";"TRES DE NOVIEMBRE";1
6466;215;"58";"UNION MILAGREÑA";1
6467;216;"50";"LORETO";1
6468;216;"51";"AVILA (CAB. EN HUIRUNO) ";1
6469;216;"52";"PUERTO MURIALDO";1
6470;216;"53";"SAN JOSE DE PAYAMINO";1
6471;216;"54";"SAN JOSE DE DAHUANO";1
6472;216;"55";"SAN VICENTE DE HUATICOCHA";1
6473;217;"50";"SANTO DOMINGO DE LOS COLORADOS";1
6474;217;"51";"ALLURIQUIN";1
6475;217;"52";"PUERTO LIMON";1
6476;217;"53";"LUZ DE AMERICA ";1
6477;217;"54";"SAN JACINTO DEL BUA";1
6478;217;"55";"VALLE HERMOSO";1
6479;217;"56";"EL ESFUERZO";1
6480;217;"57";"SANTA MARIA DEL TOACHI";1
6481;219;"50";"SANTA ELENA";1
6482;219;"51";"ATAHUALPA";1
6483;219;"52";"COLONCHE";1
6484;219;"53";"CHANDUY";1
6485;219;"54";"MANGLARALTO";1
6486;219;"55";"SIMON BOLIVAR (JULIO MORENO)";1
6487;219;"56";"SAN JOSE DE ANCON";1
6488;220;"50";"LA LIBERTAD";1
6489;221;"50";"SALINAS";1
6490;221;"51";"ANCONCITO";1
6491;221;"52";"JOSE LUIS TAMAYO (MUEY)";1
